transaction_id,product_id,quantity
T002585,P007,2
T002585,P006,3
T002585,P008,1
T002586,P007,1
T002586,P006,1
T002586,P008,1
T002587,P003,3
T002587,P005,1
T002588,P007,2
T002588,P008,2
T002589,P013,2
T002589,P012,2
T002589,P011,2
T002590,P012,2
T002590,P010,2
T002590,P011,3
T002591,P014,1
T002591,P016,1
T002591,P015,1
T002592,P007,2
T002592,P006,1
T002592,P008,3
T002593,P004,2
T002593,P002,3
T002594,P004,3
T002594,P003,2
T002595,P007,1
T002595,P009,1
T002596,P007,3
T002596,P006,3
T002596,P008,3
T002597,P007,2
T002597,P008,1
T002597,P009,2
T002598,P008,1
T002598,P009,2
T002599,P002,3
T002599,P004,1
T002599,P001,1
T002600,P003,2
T002600,P002,3
T002600,P005,1
T002601,P014,1
T002601,P016,3
T002601,P015,2
T002602,P001,2
T002602,P005,1
T002603,P001,3
T002603,P004,2
T002603,P003,1
T002603,P002,3
T002604,P002,2
T002604,P004,3
T002604,P003,2
T002605,P004,1
T002605,P002,2
T002605,P005,1
T002606,P012,2
T002606,P010,1
T002606,P011,3
T002607,P008,2
T002607,P009,2
T002608,P014,2
T002608,P015,1
T002609,P013,2
T002609,P011,2
T002609,P010,1
T002610,P012,1
T002610,P011,3
T002610,P010,3
T002611,P016,1
T002611,P015,3
T002612,P013,3
T002612,P011,3
T002613,P014,1
T002613,P016,3
T002613,P015,3
T002614,P007,2
T002614,P009,3
T002615,P014,3
T002615,P015,3
T002616,P013,2
T002616,P012,2
T002617,P011,2
T002617,P010,3
T002618,P014,2
T002618,P016,2
T002618,P015,1
T002619,P007,2
T002619,P006,3
T002619,P009,1
T002620,P013,1
T002620,P012,2
T002620,P010,2
T002621,P008,2
T002621,P007,3
T002621,P006,3
T002621,P009,3
T002622,P016,1
T002622,P015,1
T002623,P014,3
T002623,P016,3
T002623,P015,2
T002624,P007,1
T002624,P009,1
T002625,P008,2
T002625,P007,1
T002625,P009,2
T002626,P012,3
T002626,P010,2
T002626,P011,2
T002627,P014,3
T002627,P016,3
T002627,P015,1
T002628,P014,1
T002628,P015,3
T002629,P007,3
T002629,P006,2
T002629,P009,1
T002630,P006,3
T002630,P009,3
T002631,P012,1
T002631,P011,1
T002631,P010,2
T002632,P013,2
T002632,P012,2
T002632,P011,2
T002632,P010,1
T002633,P007,1
T002633,P009,2
T002634,P013,1
T002634,P012,2
T002634,P010,2
T002634,P011,3
T002635,P016,3
T002635,P015,1
T002636,P008,3
T002636,P007,1
T002636,P006,2
T002636,P009,1
T002637,P014,1
T002637,P016,3
T002637,P015,1
T002638,P001,1
T002638,P002,2
T002638,P005,3
T002639,P013,3
T002639,P012,2
T002639,P011,1
T002639,P010,3
T002640,P016,2
T002640,P015,2
T002641,P014,3
T002641,P016,2
T002641,P015,1
T002642,P013,2
T002642,P012,2
T002642,P011,1
T002643,P007,1
T002643,P008,2
T002643,P009,1
T002644,P007,3
T002644,P006,3
T002644,P009,2
T002645,P007,1
T002645,P006,1
T002645,P009,1
T002646,P007,1
T002646,P006,3
T002647,P007,2
T002647,P006,1
T002647,P008,3
T002647,P009,2
T002648,P008,1
T002648,P007,2
T002648,P006,3
T002648,P009,3
T002649,P003,3
T002649,P001,3
T002649,P004,3
T002649,P002,2
T002649,P005,3
T002650,P014,3
T002650,P016,3
T002650,P015,3
T002651,P013,2
T002651,P012,3
T002651,P011,2
T002652,P013,1
T002652,P011,1
T002653,P004,3
T002653,P005,3
T002654,P007,3
T002654,P008,1
T002655,P007,2
T002655,P006,2
T002655,P008,2
T002656,P014,3
T002656,P016,2
T002656,P015,1
T002657,P003,2
T002657,P002,1
T002658,P002,1
T002658,P003,2
T002658,P001,3
T002659,P007,3
T002659,P006,1
T002659,P008,1
T002660,P013,2
T002660,P012,1
T002660,P011,1
T002661,P012,1
T002661,P010,3
T002661,P011,2
T002662,P004,2
T002662,P003,1
T002662,P002,2
T002663,P008,2
T002663,P009,2
T002664,P013,3
T002664,P011,3
T002664,P010,1
T002665,P007,1
T002665,P006,2
T002666,P004,2
T002666,P002,2
T002666,P005,2
T002667,P001,1
T002667,P002,2
T002668,P007,3
T002668,P006,1
T002668,P008,2
T002669,P004,1
T002669,P003,1
T002669,P002,3
T002670,P007,1
T002670,P008,3
T002670,P009,3
T002671,P014,3
T002671,P016,1
T002671,P015,2
T002672,P004,2
T002672,P003,3
T002672,P002,1
T002673,P014,3
T002673,P016,1
T002674,P002,1
T002674,P005,1
T002675,P012,2
T002675,P010,3
T002675,P011,3
T002676,P014,1
T002676,P016,2
T002676,P015,2
T002677,P014,2
T002677,P016,1
T002677,P015,2
T002678,P008,3
T002678,P009,2
T002679,P013,3
T002679,P012,1
T002679,P010,3
T002680,P004,3
T002680,P003,1
T002680,P002,1
T002680,P005,1
T002681,P003,3
T002681,P002,2
T002682,P007,1
T002682,P006,2
T002682,P008,1
T002682,P009,2
T002683,P007,1
T002683,P006,2
T002684,P001,3
T002684,P004,1
T002684,P002,2
T002685,P001,3
T002685,P003,3
T002685,P002,3
T002685,P005,2
T002686,P014,2
T002686,P015,2
T002687,P008,2
T002687,P007,3
T002687,P006,1
T002687,P009,2
T002688,P008,3
T002688,P009,3
T002689,P007,2
T002689,P006,3
T002689,P008,2
T002690,P004,1
T002690,P002,1
T002690,P005,2
T002691,P016,3
T002691,P015,3
T002692,P008,1
T002692,P007,2
T002692,P009,1
T002693,P008,1
T002693,P007,1
T002693,P006,3
T002693,P009,3
T002694,P007,3
T002694,P006,2
T002694,P008,2
T002695,P011,2
T002695,P010,3
T002696,P003,1
T002696,P004,3
T002697,P004,1
T002697,P005,3
T002698,P001,3
T002698,P002,2
T002699,P002,2
T002699,P003,1
T002699,P001,1
T002700,P013,1
T002700,P011,1
T002700,P010,2
T002701,P013,1
T002701,P011,1
T002701,P010,1
T002702,P006,1
T002702,P009,3
T002703,P012,2
T002703,P010,2
T002703,P011,2
T002704,P003,3
T002704,P002,2
T002704,P005,1
T002705,P007,2
T002705,P006,3
T002705,P008,1
T002706,P014,1
T002706,P016,2
T002706,P015,1
T002707,P011,2
T002707,P010,3
T002708,P004,3
T002708,P002,1
T002709,P003,1
T002709,P004,1
T002709,P002,1
T002710,P012,1
T002710,P010,2
T002710,P011,2
T002711,P012,2
T002711,P010,2
T002712,P014,2
T002712,P016,2
T002712,P015,1
T002713,P012,3
T002713,P011,1
T002713,P010,2
T002714,P012,3
T002714,P010,2
T002715,P013,3
T002715,P012,2
T002716,P007,1
T002716,P009,2
T002717,P008,2
T002717,P006,3
T002717,P009,1
T002718,P007,3
T002718,P006,1
T002718,P008,3
T002718,P009,1
T002719,P012,2
T002719,P010,1
T002719,P011,1
T002720,P002,1
T002720,P003,3
T002720,P001,3
T002720,P005,1
T002721,P007,2
T002721,P006,2
T002722,P013,3
T002722,P012,1
T002722,P010,2
T002722,P011,1
T002723,P014,1
T002723,P016,2
T002723,P015,1
T002724,P016,1
T002724,P015,3
T002725,P013,3
T002725,P012,2
T002725,P010,1
T002726,P008,2
T002726,P006,2
T002726,P009,1
T002727,P004,2
T002727,P002,3
T002728,P007,2
T002728,P006,3
T002728,P009,3
T002729,P014,1
T002729,P016,3
T002730,P008,1
T002730,P007,3
T002730,P006,2
T002730,P009,1
T002731,P003,3
T002731,P002,3
T002732,P014,2
T002732,P016,1
T002732,P015,2
T002733,P002,2
T002733,P003,3
T002733,P001,1
T002734,P013,2
T002734,P012,1
T002734,P011,3
T002735,P014,3
T002735,P016,3
T002735,P015,2
T002736,P003,1
T002736,P002,1
T002737,P014,3
T002737,P016,3
T002737,P015,3
T002738,P007,3
T002738,P006,1
T002738,P009,1
T002739,P014,2
T002739,P016,1
T002739,P015,3
T002740,P014,2
T002740,P015,2
T002741,P012,1
T002741,P010,2
T002741,P011,2
T002742,P003,1
T002742,P002,3
T002743,P013,3
T002743,P012,1
T002743,P011,3
T002744,P013,2
T002744,P012,3
T002744,P010,3
T002745,P014,1
T002745,P016,1
T002746,P014,2
T002746,P016,3
T002746,P015,1
T002747,P012,2
T002747,P010,1
T002747,P011,1
T002748,P007,2
T002748,P006,1
T002748,P008,2
T002749,P014,1
T002749,P016,3
T002749,P015,1
T002750,P007,3
T002750,P006,2
T002750,P009,1
T002751,P014,3
T002751,P016,1
T002751,P015,1
T002752,P007,1
T002752,P006,2
T002752,P008,3
T002752,P009,1
T002753,P007,1
T002753,P006,2
T002754,P014,3
T002754,P016,2
T002754,P015,1
T002755,P008,2
T002755,P009,2
T002756,P011,3
T002756,P010,2
T002757,P001,1
T002757,P004,2
T002757,P003,2
T002757,P002,3
T002758,P007,2
T002758,P006,1
T002758,P008,2
T002759,P003,2
T002759,P001,3
T002759,P004,3
T002759,P002,3
T002759,P005,2
T002760,P003,1
T002760,P004,3
T002760,P002,2
T002760,P005,2
T002761,P003,1
T002761,P002,3
T002761,P005,2
T002762,P014,1
T002762,P015,3
T002763,P008,1
T002763,P009,3
T002764,P007,1
T002764,P006,2
T002765,P001,3
T002765,P004,3
T002765,P002,2
T002766,P016,2
T002766,P015,1
T002767,P014,2
T002767,P016,1
T002768,P003,3
T002768,P001,3
T002769,P014,3
T002769,P016,1
T002769,P015,3
T002770,P012,1
T002770,P010,3
T002770,P011,2
T002771,P006,3
T002771,P008,1
T002771,P009,3
T002772,P002,3
T002772,P001,1
T002773,P013,2
T002773,P010,2
T002773,P011,2
T002774,P014,3
T002774,P016,2
T002774,P015,3
T002775,P007,1
T002775,P006,1
T002776,P014,3
T002776,P016,3
T002776,P015,3
T002777,P001,2
T002777,P004,3
T002777,P002,3
T002778,P013,1
T002778,P012,2
T002779,P008,1
T002779,P007,2
T002779,P006,2
T002779,P009,3
T002780,P003,1
T002780,P004,3
T002780,P002,2
T002781,P013,1
T002781,P012,3
T002781,P010,2
T002782,P004,3
T002782,P003,2
T002782,P001,3
T002783,P012,3
T002783,P010,3
T002784,P007,1
T002784,P008,2
T002784,P009,1
T002785,P008,1
T002785,P007,3
T002785,P009,3
T002786,P014,3
T002786,P015,2
T002787,P014,3
T002787,P016,3
T002787,P015,1
T002788,P013,3
T002788,P012,2
T002788,P010,1
T002788,P011,3
T002789,P002,3
T002789,P003,3
T002789,P001,1
T002789,P005,2
T002790,P007,3
T002790,P008,2
T002790,P009,2
T002791,P008,2
T002791,P006,2
T002791,P009,3
T002792,P007,1
T002792,P006,1
T002792,P008,3
T002793,P008,2
T002793,P007,2
T002793,P006,3
T002793,P009,2
T002794,P013,1
T002794,P012,3
T002794,P011,2
T002795,P002,2
T002795,P003,3
T002795,P001,1
T002796,P014,2
T002796,P016,2
T002797,P004,1
T002797,P002,2
T002798,P006,3
T002798,P009,3
T002799,P014,3
T002799,P015,2
T002800,P007,2
T002800,P006,1
T002801,P008,3
T002801,P007,3
T002801,P009,2
T002802,P013,1
T002802,P010,1
T002802,P011,1
T002803,P007,3
T002803,P006,3
T002803,P008,3
T002804,P002,3
T002804,P004,2
T002804,P001,1
T002804,P005,3
T002805,P010,2
T002805,P011,2
T002806,P013,1
T002806,P011,2
T002806,P010,2
T002807,P007,3
T002807,P008,1
T002807,P009,3
T002808,P007,3
T002808,P006,2
T002808,P008,3
T002809,P008,3
T002809,P007,2
T002809,P006,1
T002809,P009,3
T002810,P001,2
T002810,P005,1
T002811,P008,1
T002811,P009,2
T002812,P013,3
T002812,P012,2
T002812,P011,1
T002813,P007,3
T002813,P008,1
T002813,P009,3
T002814,P014,3
T002814,P015,3
T002815,P013,1
T002815,P012,3
T002815,P011,3
T002816,P007,3
T002816,P006,2
T002817,P013,3
T002817,P011,2
T002817,P010,3
T002818,P004,2
T002818,P005,1
T002819,P011,1
T002819,P010,1
T002820,P014,2
T002820,P016,2
T002820,P015,2
T002821,P014,3
T002821,P015,3
T002822,P013,2
T002822,P012,2
T002823,P014,3
T002823,P016,3
T002823,P015,2
T002824,P007,2
T002824,P009,3
T002825,P014,1
T002825,P016,1
T002825,P015,3
T002826,P004,3
T002826,P003,1
T002826,P002,3
T002826,P005,2
T002827,P013,2
T002827,P012,3
T002827,P010,2
T002828,P010,1
T002828,P011,2
T002829,P003,3
T002829,P004,2
T002829,P005,3
T002830,P016,3
T002830,P015,3
T002831,P007,1
T002831,P006,1
T002831,P009,1
T002832,P012,1
T002832,P011,3
T002832,P010,3
T002833,P012,3
T002833,P011,2
T002834,P003,3
T002834,P001,3
T002834,P005,1
T002835,P001,2
T002835,P004,1
T002835,P002,3
T002836,P003,3
T002836,P002,1
T002836,P005,3
T002837,P001,2
T002837,P004,2
T002837,P002,1
T002837,P005,3
T002838,P002,3
T002838,P003,2
T002838,P001,1
T002838,P005,1
T002839,P002,3
T002839,P003,1
T002839,P001,3
T002839,P004,3
T002840,P003,2
T002840,P001,3
T002840,P005,3
T002841,P004,1
T002841,P002,2
T002842,P013,2
T002842,P012,1
T002842,P010,1
T002842,P011,2
T002843,P008,2
T002843,P006,2
T002843,P009,1
T002844,P008,3
T002844,P009,1
T002845,P007,3
T002845,P006,2
T002845,P009,1
T002846,P008,3
T002846,P009,2
T002847,P013,2
T002847,P011,2
T002847,P010,2
T002848,P012,3
T002848,P011,2
T002848,P010,3
T002849,P008,1
T002849,P007,2
T002849,P006,2
T002849,P009,3
T002850,P016,3
T002850,P015,1
T002851,P003,2
T002851,P004,1
T002852,P014,1
T002852,P016,3
T002852,P015,2
T002853,P013,2
T002853,P012,3
T002853,P011,1
T002854,P002,3
T002854,P003,3
T002854,P001,1
T002855,P014,3
T002855,P016,2
T002855,P015,2
T002856,P006,1
T002856,P008,2
T002857,P014,2
T002857,P016,2
T002857,P015,1
T002858,P008,2
T002858,P009,3
T002859,P014,2
T002859,P016,2
T002859,P015,2
T002860,P013,2
T002860,P012,1
T002860,P011,1
T002860,P010,1
T002861,P007,1
T002861,P006,1
T002861,P009,3
T002862,P016,3
T002862,P015,1
T002863,P014,1
T002863,P016,1
T002863,P015,1
T002864,P013,2
T002864,P012,1
T002864,P011,3
T002865,P008,1
T002865,P007,3
T002865,P009,1
T002866,P006,3
T002866,P009,3
T002867,P013,3
T002867,P011,1
T002867,P010,2
T002868,P007,1
T002868,P006,2
T002868,P008,2
T002869,P014,1
T002869,P016,2
T002869,P015,2
T002870,P012,3
T002870,P011,1
T002870,P010,3
T002871,P014,2
T002871,P015,3
T002872,P013,3
T002872,P012,1
T002872,P011,1
T002873,P014,1
T002873,P016,3
T002873,P015,3
T002874,P003,1
T002874,P002,3
T002875,P012,2
T002875,P010,2
T002875,P011,3
T002876,P012,2
T002876,P010,3
T002876,P011,3
T002877,P012,3
T002877,P011,1
T002878,P014,3
T002878,P016,2
T002878,P015,2
T002879,P013,3
T002879,P012,3
T002879,P011,3
T002880,P007,3
T002880,P006,2
T002881,P007,2
T002881,P006,3
T002881,P009,1
T002882,P007,1
T002882,P006,3
T002882,P009,1
T002883,P016,3
T002883,P015,1
T002884,P014,1
T002884,P016,1
T002884,P015,3
T002885,P007,2
T002885,P008,1
T002885,P009,1
T002886,P014,3
T002886,P015,1
T002887,P012,2
T002887,P011,1
T002888,P003,1
T002888,P004,2
T002889,P008,1
T002889,P009,3
T002890,P013,2
T002890,P012,3
T002890,P010,3
T002891,P013,1
T002891,P011,3
T002892,P007,2
T002892,P006,3
T002892,P009,1
T002893,P013,3
T002893,P012,3
T002893,P010,2
T002893,P011,2
T002894,P013,3
T002894,P012,2
T002894,P010,1
T002895,P013,2
T002895,P011,3
T002895,P010,3
T002896,P012,1
T002896,P010,2
T002896,P011,3
T002897,P003,3
T002897,P004,3
T002897,P001,2
T002898,P013,1
T002898,P011,2
T002898,P010,3
T002899,P008,3
T002899,P007,1
T002899,P009,3
T002900,P012,3
T002900,P011,2
T002901,P013,1
T002901,P012,3
T002901,P010,2
T002901,P011,2
T002902,P014,1
T002902,P015,3
T002903,P006,1
T002903,P009,1
T002904,P012,2
T002904,P010,3
T002905,P014,2
T002905,P016,1
T002905,P015,3
T002906,P014,3
T002906,P016,2
T002906,P015,1
T002907,P003,3
T002907,P004,2
T002908,P004,3
T002908,P003,1
T002908,P001,2
T002909,P013,1
T002909,P011,2
T002910,P013,2
T002910,P012,1
T002910,P011,2
T002911,P013,2
T002911,P011,2
T002912,P003,3
T002912,P004,2
T002912,P002,1
T002913,P013,1
T002913,P011,3
T002914,P007,2
T002914,P006,3
T002914,P008,2
T002915,P014,2
T002915,P015,2
T002916,P016,2
T002916,P015,3
T002917,P013,1
T002917,P012,2
T002917,P010,1
T002918,P014,3
T002918,P015,2
T002919,P016,3
T002919,P015,2
T002920,P007,2
T002920,P009,3
T002921,P012,2
T002921,P011,2
T002922,P001,1
T002922,P004,1
T002922,P003,2
T002922,P002,1
T002923,P007,2
T002923,P006,1
T002923,P008,1
T002923,P009,1
T002924,P007,1
T002924,P008,2
T002924,P009,3
T002925,P003,3
T002925,P001,1
T002925,P005,2
T002926,P006,2
T002926,P008,2
T002926,P009,2
T002927,P012,1
T002927,P010,1
T002927,P011,2
T002928,P014,3
T002928,P015,3
T002929,P012,1
T002929,P010,3
T002929,P011,3
T002930,P014,1
T002930,P015,2
T002931,P013,3
T002931,P010,1
T002932,P007,3
T002932,P006,1
T002933,P007,3
T002933,P006,3
T002934,P013,3
T002934,P012,1
T002934,P011,1
T002935,P002,1
T002935,P004,3
T002935,P001,1
T002936,P003,1
T002936,P004,3
T002936,P005,3
T002937,P008,2
T002937,P007,1
T002937,P006,3
T002937,P009,1
T002938,P013,2
T002938,P011,2
T002938,P010,2
T002939,P014,2
T002939,P016,3
T002940,P007,2
T002940,P006,2
T002940,P008,2
T002941,P013,1
T002941,P012,1
T002941,P011,2
T002942,P003,2
T002942,P004,1
T002942,P001,1
T002943,P008,3
T002943,P009,3
T002944,P012,2
T002944,P011,2
T002944,P010,3
T002945,P007,3
T002945,P008,1
T002946,P013,2
T002946,P012,3
T002946,P011,3
T002947,P014,1
T002947,P016,1
T002947,P015,2
T002948,P007,1
T002948,P006,1
T002948,P008,3
T002948,P009,1
T002949,P013,2
T002949,P010,1
T002950,P007,2
T002950,P008,3
T002950,P009,1
T002951,P007,1
T002951,P006,3
T002952,P004,2
T002952,P002,2
T002952,P005,3
T002953,P014,1
T002953,P016,3
T002953,P015,1
T002954,P007,3
T002954,P006,3
T002955,P014,2
T002955,P016,1
T002955,P015,3
T002956,P004,2
T002956,P002,2
T002956,P005,2
T002957,P007,1
T002957,P006,2
T002957,P009,3
T002958,P008,1
T002958,P007,3
T002958,P009,3
T002959,P008,2
T002959,P007,3
T002959,P009,3
T002960,P001,2
T002960,P002,2
T002960,P005,2
T002961,P013,3
T002961,P012,2
T002961,P010,3
T002961,P011,3
T002962,P006,3
T002962,P008,3
T002963,P007,3
T002963,P006,2
T002963,P009,2
T002964,P004,3
T002964,P003,3
T002964,P002,2
T002964,P005,3
T002965,P014,1
T002965,P016,3
T002966,P013,2
T002966,P012,1
T002966,P010,2
T002966,P011,1
T002967,P008,2
T002967,P009,3
T002968,P013,3
T002968,P010,3
T002969,P013,2
T002969,P012,1
T002969,P010,3
T002970,P004,1
T002970,P002,2
T002970,P005,1
T002971,P014,3
T002971,P016,1
T002971,P015,2
T002972,P004,1
T002972,P003,3
T002972,P002,1
T002973,P013,3
T002973,P012,3
T002973,P010,3
T002974,P004,3
T002974,P005,3
T002975,P013,2
T002975,P012,1
T002975,P011,1
T002976,P007,1
T002976,P009,1
T002977,P007,2
T002977,P008,3
T002977,P009,1
T002978,P014,1
T002978,P016,3
T002978,P015,2
T002979,P013,1
T002979,P012,3
T002979,P010,1
T002979,P011,3
T002980,P007,1
T002980,P006,3
T002980,P009,2
T002981,P004,2
T002981,P001,3
T002982,P013,2
T002982,P010,3
T002983,P012,3
T002983,P010,3
T002983,P011,2
T002984,P003,3
T002984,P004,2
T002984,P005,3
T002985,P014,2
T002985,P016,2
T002985,P015,3
T002986,P004,1
T002986,P001,3
T002986,P005,1
T002987,P004,1
T002987,P002,1
T002988,P004,3
T002988,P001,2
T002988,P005,1
T002989,P006,2
T002989,P009,2
T002990,P007,2
T002990,P008,1
T002990,P009,1
T002991,P004,1
T002991,P002,2
T002991,P005,1
T002992,P014,2
T002992,P016,3
T002992,P015,1
T002993,P001,3
T002993,P005,2
T002994,P008,3
T002994,P009,3
T002995,P007,1
T002995,P006,3
T002996,P014,3
T002996,P015,1
T002997,P007,3
T002997,P006,3
T002997,P008,2
T002998,P002,3
T002998,P003,2
T002998,P001,1
T002999,P007,3
T002999,P006,2
T002999,P009,3
T003000,P014,3
T003000,P016,3
T003000,P015,1
T003001,P016,1
T003001,P015,1
T003002,P008,2
T003002,P009,1
T003003,P007,1
T003003,P009,1
T003004,P008,3
T003004,P006,3
T003004,P009,3
T003005,P014,3
T003005,P016,1
T003005,P015,1
T003006,P007,2
T003006,P006,3
T003006,P008,3
T003007,P012,1
T003007,P011,3
T003007,P010,1
T003008,P002,3
T003008,P003,2
T003008,P001,3
T003009,P014,3
T003009,P016,3
T003009,P015,1
T003010,P014,3
T003010,P016,2
T003010,P015,1
T003011,P014,2
T003011,P016,2
T003011,P015,2
T003012,P013,3
T003012,P012,3
T003012,P010,2
T003013,P006,1
T003013,P008,2
T003013,P009,3
T003014,P004,2
T003014,P002,2
T003014,P005,2
T003015,P002,3
T003015,P003,2
T003015,P001,2
T003016,P014,3
T003016,P016,3
T003016,P015,3
T003017,P014,2
T003017,P016,1
T003017,P015,3
T003018,P014,3
T003018,P016,2
T003018,P015,1
T003019,P016,1
T003019,P015,1
T003020,P014,3
T003020,P016,1
T003020,P015,2
T003021,P014,1
T003021,P016,2
T003021,P015,3
T003022,P001,2
T003022,P003,3
T003022,P002,1
T003023,P013,2
T003023,P012,2
T003023,P010,1
T003024,P004,2
T003024,P005,2
T003025,P016,1
T003025,P015,2
T003026,P014,1
T003026,P016,3
T003026,P015,3
T003027,P007,1
T003027,P008,3
T003027,P009,1
T003028,P003,3
T003028,P004,3
T003028,P001,1
T003029,P014,1
T003029,P016,3
T003029,P015,2
T003030,P012,2
T003030,P010,2
T003031,P007,3
T003031,P006,3
T003031,P008,3
T003031,P009,3
T003032,P013,1
T003032,P012,2
T003032,P011,1
T003032,P010,2
T003033,P003,3
T003033,P004,3
T003033,P005,1
T003034,P012,2
T003034,P010,3
T003034,P011,3
T003035,P014,2
T003035,P016,1
T003035,P015,3
T003036,P013,3
T003036,P012,1
T003036,P010,2
T003037,P013,2
T003037,P012,2
T003037,P010,1
T003037,P011,1
T003038,P003,1
T003038,P004,2
T003039,P014,3
T003039,P016,1
T003039,P015,3
T003040,P014,1
T003040,P016,2
T003040,P015,2
T003041,P013,2
T003041,P012,2
T003042,P014,2
T003042,P015,1
T003043,P016,3
T003043,P015,3
T003044,P013,3
T003044,P011,1
T003044,P010,3
T003045,P004,2
T003045,P003,1
T003045,P005,2
T003046,P014,2
T003046,P015,2
T003047,P007,2
T003047,P006,1
T003047,P008,2
T003048,P002,1
T003048,P003,3
T003048,P001,2
T003049,P012,3
T003049,P010,3
T003050,P006,3
T003050,P008,2
T003050,P009,3
T003051,P002,2
T003051,P003,1
T003051,P001,1
T003052,P007,2
T003052,P006,1
T003052,P009,1
T003053,P004,3
T003053,P003,3
T003053,P005,2
T003054,P014,2
T003054,P016,2
T003054,P015,2
T003055,P014,3
T003055,P016,2
T003055,P015,1
T003056,P014,1
T003056,P016,1
T003056,P015,2
T003057,P013,3
T003057,P011,3
T003057,P010,3
T003058,P001,1
T003058,P004,2
T003058,P002,2
T003059,P007,1
T003059,P006,3
T003060,P002,1
T003060,P005,2
T003061,P007,2
T003061,P006,1
T003061,P009,2
T003062,P010,3
T003062,P011,2
T003063,P001,1
T003063,P004,2
T003063,P002,3
T003064,P004,1
T003064,P002,2
T003064,P005,1
T003065,P001,1
T003065,P004,3
T003065,P002,2
T003066,P012,1
T003066,P010,3
T003066,P011,3
T003067,P014,2
T003067,P016,3
T003067,P015,1
T003068,P014,3
T003068,P016,3
T003069,P014,1
T003069,P016,3
T003070,P013,2
T003070,P011,1
T003070,P010,2
T003071,P013,1
T003071,P012,1
T003071,P011,2
T003072,P003,1
T003072,P002,1
T003072,P005,3
T003073,P014,2
T003073,P016,3
T003073,P015,3
T003074,P004,3
T003074,P003,1
T003074,P005,3
T003075,P016,1
T003075,P015,2
T003076,P003,2
T003076,P004,2
T003076,P002,2
T003077,P007,1
T003077,P006,3
T003077,P008,2
T003078,P014,3
T003078,P015,1
T003079,P013,1
T003079,P010,2
T003080,P013,1
T003080,P012,1
T003080,P011,1
T003080,P010,2
T003081,P014,2
T003081,P015,1
T003082,P004,2
T003082,P003,2
T003082,P001,1
T003082,P005,1
T003083,P013,3
T003083,P012,1
T003084,P002,2
T003084,P003,1
T003084,P001,3
T003085,P007,1
T003085,P006,2
T003086,P014,2
T003086,P016,1
T003086,P015,2
T003087,P013,2
T003087,P011,2
T003087,P010,2
T003088,P014,2
T003088,P016,2
T003088,P015,1
T003089,P014,2
T003089,P016,3
T003089,P015,3
T003090,P002,1
T003090,P003,1
T003090,P001,2
T003091,P003,3
T003091,P004,1
T003091,P002,2
T003091,P005,1
T003092,P014,3
T003092,P016,2
T003093,P016,3
T003093,P015,2
T003094,P014,3
T003094,P016,1
T003095,P014,1
T003095,P015,1
T003096,P004,2
T003096,P001,1
T003096,P005,1
T003097,P003,1
T003097,P005,1
T003098,P012,2
T003098,P011,2
T003098,P010,1
T003099,P007,2
T003099,P006,2
T003100,P007,1
T003100,P008,3
T003100,P009,2
T003101,P007,3
T003101,P006,3
T003101,P008,2
T003102,P013,1
T003102,P012,2
T003102,P011,2
T003103,P014,3
T003103,P016,1
T003103,P015,2
T003104,P013,2
T003104,P011,3
T003104,P010,3
T003105,P013,1
T003105,P012,3
T003106,P002,2
T003106,P003,1
T003106,P001,1
T003106,P004,2
T003107,P001,3
T003107,P003,2
T003107,P002,3
T003107,P005,2
T003108,P003,2
T003108,P001,1
T003109,P004,3
T003109,P001,2
T003110,P016,3
T003110,P015,3
T003111,P007,3
T003111,P006,1
T003111,P008,3
T003111,P009,2
T003112,P016,2
T003112,P015,1
T003113,P003,1
T003113,P004,3
T003114,P008,3
T003114,P009,3
T003115,P013,1
T003115,P010,3
T003116,P013,1
T003116,P011,2
T003117,P014,2
T003117,P016,1
T003117,P015,3
T003118,P016,1
T003118,P015,2
T003119,P004,3
T003119,P002,2
T003120,P002,2
T003120,P003,2
T003120,P001,1
T003120,P005,2
T003121,P014,3
T003121,P016,2
T003121,P015,1
T003122,P013,2
T003122,P012,1
T003122,P011,2
T003123,P007,2
T003123,P009,3
T003124,P012,1
T003124,P011,3
T003124,P010,3
T003125,P011,1
T003125,P010,2
T003126,P007,1
T003126,P006,1
T003126,P008,3
T003127,P001,3
T003127,P004,3
T003127,P002,2
T003128,P001,2
T003128,P002,3
T003128,P005,1
T003129,P013,3
T003129,P011,3
T003129,P010,1
T003130,P014,3
T003130,P016,1
T003130,P015,1
T003131,P014,2
T003131,P016,2
T003131,P015,2
T003132,P007,2
T003132,P006,1
T003133,P007,3
T003133,P006,1
T003133,P008,3
T003134,P004,2
T003134,P001,3
T003134,P005,2
T003135,P007,3
T003135,P006,1
T003135,P009,2
T003136,P013,1
T003136,P010,1
T003136,P011,3
T003137,P013,1
T003137,P012,3
T003137,P010,1
T003138,P014,1
T003138,P015,2
T003139,P016,1
T003139,P015,2
T003140,P002,2
T003140,P001,2
T003141,P002,1
T003141,P004,2
T003141,P001,2
T003142,P013,2
T003142,P011,3
T003143,P004,1
T003143,P005,1
T003144,P014,1
T003144,P016,2
T003144,P015,3
T003145,P008,3
T003145,P006,2
T003145,P009,2
T003146,P007,1
T003146,P006,3
T003146,P008,1
T003146,P009,1
T003147,P013,1
T003147,P012,1
T003147,P010,2
T003148,P013,2
T003148,P012,2
T003148,P010,2
T003149,P006,1
