transaction_id,customer_id,transaction_date
T001864,C0098,2025-02-27
T001865,C0541,2025-02-28
T001866,C0044,2025-01-15
T001867,C0217,2025-02-27
T001868,C0709,2025-02-26
T001869,C0581,2025-01-31
T001870,C0278,2025-01-03
T001871,C0077,2025-02-13
T001872,C0288,2025-02-27
T001873,C0557,2025-02-06
T001874,C0674,2025-01-03
T001875,C0184,2025-03-01
T001876,C0323,2025-01-02
T001877,C0213,2025-02-07
T001878,C0148,2025-02-18
T001879,C0730,2025-02-22
T001880,C0408,2025-03-01
T001881,C0079,2025-01-20
T001882,C0167,2025-02-06
T001883,C0247,2025-02-06
T001884,C0399,2025-02-13
T001885,C0554,2025-01-22
T001886,C0394,2025-02-18
T001887,C0758,2025-01-09
T001888,C0706,2025-02-16
T001889,C0081,2025-02-02
T001890,C0764,2025-01-23
T001891,C0055,2025-01-07
T001892,C0448,2025-01-15
T001893,C0078,2025-01-22
T001894,C0620,2025-02-19
T001895,C0629,2025-02-08
T001896,C0407,2025-02-19
T001897,C0335,2025-01-02
T001898,C0650,2025-01-18
T001899,C0462,2025-02-01
T001900,C0234,2025-01-23
T001901,C0567,2025-03-02
T001902,C0385,2025-01-28
T001903,C0191,2025-02-13
T001904,C0600,2025-02-12
T001905,C0390,2025-01-06
T001906,C0791,2025-02-09
T001907,C0303,2025-02-21
T001908,C0253,2025-02-15
T001909,C0076,2025-01-06
T001910,C0275,2025-01-10
T001911,C0390,2025-02-15
T001912,C0650,2025-01-10
T001913,C0758,2025-01-25
T001914,C0325,2025-01-24
T001915,C0110,2025-01-06
T001916,C0006,2025-03-02
T001917,C0316,2025-01-29
T001918,C0369,2025-02-18
T001919,C0277,2025-01-07
T001920,C0136,2025-01-06
T001921,C0192,2025-01-28
T001922,C0460,2025-02-05
T001923,C0569,2025-02-02
T001924,C0418,2025-01-07
T001925,C0027,2025-01-06
T001926,C0363,2025-02-05
T001927,C0096,2025-02-08
T001928,C0613,2025-02-20
T001929,C0333,2025-02-25
T001930,C0395,2025-01-01
T001931,C0299,2025-01-27
T001932,C0398,2025-02-19
T001933,C0087,2025-02-16
T001934,C0573,2025-02-27
T001935,C0249,2025-02-06
T001936,C0534,2025-01-11
T001937,C0702,2025-01-25
T001938,C0174,2025-01-09
T001939,C0276,2025-01-20
T001940,C0275,2025-02-01
T001941,C0150,2025-01-05
T001942,C0172,2025-01-28
T001943,C0283,2025-01-27
T001944,C0307,2025-01-31
T001945,C0079,2025-01-24
T001946,C0258,2025-03-02
T001947,C0253,2025-02-16
T001948,C0641,2025-02-01
T001949,C0609,2025-02-09
T001950,C0201,2025-01-30
T001951,C0110,2025-01-09
T001952,C0312,2025-01-01
T001953,C0406,2025-01-22
T001954,C0636,2025-01-25
T001955,C0338,2025-01-29
T001956,C0343,2025-01-28
T001957,C0667,2025-02-08
T001958,C0140,2025-01-20
T001959,C0329,2025-02-08
T001960,C0712,2025-01-13
T001961,C0491,2025-01-21
T001962,C0182,2025-01-26
T001963,C0327,2025-01-19
T001964,C0753,2025-02-14
T001965,C0649,2025-02-01
T001966,C0590,2025-02-20
T001967,C0249,2025-01-21
T001968,C0386,2025-01-18
T001969,C0403,2025-01-24
T001970,C0117,2025-03-01
T001971,C0578,2025-01-13
T001972,C0607,2025-02-04
T001973,C0185,2025-02-13
T001974,C0787,2025-02-05
T001975,C0028,2025-03-02
T001976,C0745,2025-01-30
T001977,C0726,2025-01-14
T001978,C0449,2025-02-21
T001979,C0299,2025-02-23
T001980,C0710,2025-01-05
T001981,C0419,2025-02-13
T001982,C0512,2025-01-09
T001983,C0649,2025-01-20
T001984,C0248,2025-01-17
T001985,C0675,2025-01-10
T001986,C0733,2025-01-28
T001987,C0387,2025-01-05
T001988,C0460,2025-02-08
T001989,C0491,2025-02-07
T001990,C0411,2025-02-04
T001991,C0519,2025-03-01
T001992,C0709,2025-01-27
T001993,C0557,2025-01-03
T001994,C0369,2025-02-14
T001995,C0550,2025-02-08
T001996,C0654,2025-02-28
T001997,C0088,2025-01-07
T001998,C0788,2025-01-16
T001999,C0674,2025-02-12
T002000,C0364,2025-01-11
T002001,C0663,2025-02-09
T002002,C0046,2025-02-06
T002003,C0661,2025-02-13
T002004,C0663,2025-01-26
T002005,C0771,2025-01-22
T002006,C0441,2025-01-07
T002007,C0011,2025-01-07
T002008,C0265,2025-01-15
T002009,C0523,2025-02-17
T002010,C0532,2025-02-05
T002011,C0595,2025-02-14
T002012,C0590,2025-01-15
T002013,C0457,2025-01-24
T002014,C0401,2025-01-30
T002015,C0791,2025-02-13
T002016,C0603,2025-02-14
T002017,C0513,2025-01-10
T002018,C0354,2025-01-02
T002019,C0495,2025-01-07
T002020,C0303,2025-01-27
T002021,C0088,2025-01-08
T002022,C0748,2025-01-10
T002023,C0357,2025-01-20
T002024,C0352,2025-01-30
T002025,C0212,2025-02-03
T002026,C0495,2025-01-23
T002027,C0488,2025-01-07
T002028,C0449,2025-02-16
T002029,C0714,2025-01-29
T002030,C0327,2025-01-05
T002031,C0308,2025-01-03
T002032,C0728,2025-01-08
T002033,C0024,2025-02-24
T002034,C0352,2025-02-11
T002035,C0112,2025-02-13
T002036,C0169,2025-03-01
T002037,C0759,2025-01-16
T002038,C0529,2025-01-12
T002039,C0566,2025-01-11
T002040,C0339,2025-02-05
T002041,C0437,2025-01-30
T002042,C0238,2025-02-21
T002043,C0415,2025-02-10
T002044,C0189,2025-01-12
T002045,C0656,2025-02-12
T002046,C0443,2025-01-26
T002047,C0030,2025-02-17
T002048,C0629,2025-02-26
T002049,C0203,2025-01-29
T002050,C0607,2025-01-28
T002051,C0399,2025-01-01
T002052,C0722,2025-01-14
T002053,C0211,2025-01-18
T002054,C0771,2025-02-15
T002055,C0065,2025-02-06
T002056,C0105,2025-02-21
T002057,C0550,2025-01-12
T002058,C0375,2025-01-21
T002059,C0202,2025-01-30
T002060,C0117,2025-01-17
T002061,C0687,2025-02-25
T002062,C0502,2025-02-03
T002063,C0655,2025-01-21
T002064,C0612,2025-01-25
T002065,C0626,2025-01-26
T002066,C0602,2025-01-08
T002067,C0357,2025-01-23
T002068,C0469,2025-02-09
T002069,C0177,2025-02-22
T002070,C0690,2025-02-15
T002071,C0305,2025-02-28
T002072,C0630,2025-02-07
T002073,C0087,2025-02-13
T002074,C0138,2025-01-21
T002075,C0121,2025-01-16
T002076,C0313,2025-01-08
T002077,C0188,2025-01-24
T002078,C0711,2025-01-10
T002079,C0524,2025-01-25
T002080,C0429,2025-02-08
T002081,C0142,2025-02-06
T002082,C0393,2025-01-28
T002083,C0191,2025-02-01
T002084,C0651,2025-02-04
T002085,C0711,2025-02-28
T002086,C0661,2025-03-01
T002087,C0178,2025-02-05
T002088,C0171,2025-02-01
T002089,C0296,2025-01-09
T002090,C0192,2025-01-21
T002091,C0462,2025-02-09
T002092,C0055,2025-02-25
T002093,C0368,2025-03-02
T002094,C0010,2025-02-01
T002095,C0140,2025-01-13
T002096,C0394,2025-02-05
T002097,C0518,2025-02-11
T002098,C0507,2025-01-27
T002099,C0702,2025-02-01
T002100,C0426,2025-02-15
T002101,C0455,2025-02-01
T002102,C0172,2025-01-06
T002103,C0579,2025-01-02
T002104,C0780,2025-01-15
T002105,C0300,2025-01-03
T002106,C0282,2025-01-15
T002107,C0551,2025-01-19
T002108,C0173,2025-02-19
T002109,C0469,2025-02-06
T002110,C0761,2025-02-19
T002111,C0785,2025-02-01
T002112,C0563,2025-02-02
T002113,C0116,2025-02-06
T002114,C0117,2025-01-18
T002115,C0794,2025-02-04
T002116,C0376,2025-02-04
T002117,C0775,2025-01-03
T002118,C0779,2025-02-16
T002119,C0452,2025-02-04
T002120,C0224,2025-01-28
T002121,C0105,2025-02-17
T002122,C0670,2025-02-18
T002123,C0254,2025-01-20
T002124,C0034,2025-01-29
T002125,C0270,2025-01-23
T002126,C0090,2025-01-29
T002127,C0121,2025-02-19
T002128,C0243,2025-01-14
T002129,C0756,2025-02-07
T002130,C0706,2025-01-23
T002131,C0728,2025-02-09
T002132,C0648,2025-01-28
T002133,C0170,2025-02-09
T002134,C0143,2025-02-20
T002135,C0212,2025-02-22
T002136,C0212,2025-02-21
T002137,C0061,2025-02-06
T002138,C0360,2025-02-04
T002139,C0288,2025-02-08
T002140,C0552,2025-01-11
T002141,C0332,2025-02-15
T002142,C0300,2025-01-19
T002143,C0587,2025-01-18
T002144,C0527,2025-02-27
T002145,C0696,2025-02-22
T002146,C0098,2025-01-09
T002147,C0769,2025-02-20
T002148,C0422,2025-02-28
T002149,C0061,2025-01-18
T002150,C0672,2025-01-09
T002151,C0719,2025-02-25
T002152,C0136,2025-01-16
T002153,C0150,2025-02-15
T002154,C0330,2025-02-23
T002155,C0254,2025-02-18
T002156,C0693,2025-01-26
T002157,C0502,2025-01-10
T002158,C0592,2025-02-10
T002159,C0276,2025-02-10
T002160,C0425,2025-01-25
T002161,C0463,2025-01-05
T002162,C0649,2025-02-20
T002163,C0788,2025-01-06
T002164,C0413,2025-02-02
T002165,C0768,2025-01-18
T002166,C0712,2025-03-01
T002167,C0378,2025-01-30
T002168,C0500,2025-01-21
T002169,C0596,2025-01-01
T002170,C0793,2025-02-24
T002171,C0751,2025-01-06
T002172,C0749,2025-01-30
T002173,C0651,2025-02-12
T002174,C0715,2025-01-23
T002175,C0065,2025-02-20
T002176,C0548,2025-01-26
T002177,C0224,2025-01-28
T002178,C0217,2025-02-01
T002179,C0275,2025-01-21
T002180,C0291,2025-01-22
T002181,C0561,2025-02-06
T002182,C0134,2025-02-06
T002183,C0497,2025-02-20
T002184,C0352,2025-02-27
T002185,C0699,2025-02-18
T002186,C0050,2025-01-03
T002187,C0102,2025-02-10
T002188,C0471,2025-01-02
T002189,C0128,2025-03-01
T002190,C0162,2025-01-29
T002191,C0468,2025-01-01
T002192,C0439,2025-01-13
T002193,C0706,2025-02-28
T002194,C0136,2025-02-26
T002195,C0666,2025-01-20
T002196,C0163,2025-02-25
T002197,C0281,2025-01-06
T002198,C0671,2025-01-24
T002199,C0257,2025-01-06
T002200,C0381,2025-02-12
T002201,C0665,2025-01-11
T002202,C0054,2025-01-26
T002203,C0641,2025-01-20
T002204,C0744,2025-02-14
T002205,C0774,2025-01-15
T002206,C0440,2025-02-11
T002207,C0094,2025-02-15
T002208,C0098,2025-01-01
T002209,C0219,2025-01-31
T002210,C0080,2025-01-09
T002211,C0608,2025-01-15
T002212,C0532,2025-02-13
T002213,C0456,2025-01-01
T002214,C0009,2025-02-14
T002215,C0352,2025-02-22
T002216,C0124,2025-02-25
T002217,C0433,2025-02-14
T002218,C0136,2025-01-31
T002219,C0073,2025-01-15
T002220,C0393,2025-01-06
T002221,C0749,2025-02-21
T002222,C0105,2025-01-07
T002223,C0321,2025-01-24
T002224,C0307,2025-01-09
T002225,C0392,2025-02-19
T002226,C0772,2025-02-25
T002227,C0137,2025-02-11
T002228,C0694,2025-01-10
T002229,C0071,2025-02-03
T002230,C0577,2025-01-01
T002231,C0625,2025-02-11
T002232,C0169,2025-01-29
T002233,C0360,2025-02-16
T002234,C0219,2025-02-10
T002235,C0767,2025-01-10
T002236,C0422,2025-02-09
T002237,C0704,2025-01-29
T002238,C0223,2025-01-06
T002239,C0103,2025-01-09
T002240,C0771,2025-01-08
T002241,C0604,2025-02-16
T002242,C0394,2025-01-23
T002243,C0440,2025-01-21
T002244,C0144,2025-01-16
T002245,C0284,2025-02-11
T002246,C0087,2025-01-16
T002247,C0567,2025-02-08
T002248,C0615,2025-02-16
T002249,C0623,2025-01-19
T002250,C0798,2025-03-02
T002251,C0708,2025-01-02
T002252,C0675,2025-02-26
T002253,C0309,2025-01-14
T002254,C0531,2025-02-08
T002255,C0522,2025-01-13
T002256,C0766,2025-01-26
T002257,C0303,2025-02-11
T002258,C0056,2025-02-20
T002259,C0246,2025-02-01
T002260,C0396,2025-01-08
T002261,C0247,2025-02-01
T002262,C0654,2025-02-08
T002263,C0073,2025-02-03
T002264,C0013,2025-01-24
T002265,C0325,2025-01-09
T002266,C0397,2025-02-25
T002267,C0583,2025-01-27
T002268,C0375,2025-02-04
T002269,C0700,2025-01-12
T002270,C0782,2025-01-31
T002271,C0789,2025-01-05
T002272,C0018,2025-02-07
T002273,C0070,2025-01-01
T002274,C0269,2025-01-14
T002275,C0041,2025-03-01
T002276,C0062,2025-03-02
T002277,C0408,2025-02-02
T002278,C0294,2025-02-10
T002279,C0730,2025-02-02
T002280,C0786,2025-01-27
T002281,C0434,2025-02-14
T002282,C0412,2025-01-06
T002283,C0656,2025-02-04
T002284,C0551,2025-02-09
T002285,C0157,2025-01-18
T002286,C0086,2025-01-20
T002287,C0081,2025-02-02
T002288,C0209,2025-02-21
T002289,C0160,2025-02-04
T002290,C0335,2025-01-26
T002291,C0601,2025-02-10
T002292,C0782,2025-02-23
T002293,C0666,2025-02-13
T002294,C0659,2025-01-05
T002295,C0318,2025-02-14
T002296,C0448,2025-02-16
T002297,C0245,2025-01-04
T002298,C0251,2025-01-06
T002299,C0445,2025-01-08
T002300,C0465,2025-02-09
T002301,C0624,2025-01-04
T002302,C0317,2025-02-12
T002303,C0760,2025-02-12
T002304,C0759,2025-01-12
T002305,C0123,2025-01-01
T002306,C0725,2025-01-09
T002307,C0719,2025-01-01
T002308,C0168,2025-02-01
T002309,C0356,2025-02-03
T002310,C0530,2025-02-20
T002311,C0739,2025-01-17
T002312,C0171,2025-01-24
T002313,C0130,2025-02-17
T002314,C0800,2025-02-25
T002315,C0276,2025-02-16
T002316,C0121,2025-02-19
T002317,C0031,2025-01-22
T002318,C0440,2025-01-18
T002319,C0537,2025-01-05
T002320,C0270,2025-02-15
T002321,C0591,2025-02-10
T002322,C0079,2025-02-01
T002323,C0467,2025-02-02
T002324,C0369,2025-01-04
T002325,C0512,2025-02-24
T002326,C0581,2025-01-11
T002327,C0377,2025-01-11
T002328,C0262,2025-02-19
T002329,C0106,2025-02-27
T002330,C0588,2025-02-13
T002331,C0741,2025-01-08
T002332,C0234,2025-02-17
T002333,C0522,2025-01-01
T002334,C0046,2025-02-24
T002335,C0013,2025-01-16
T002336,C0048,2025-01-31
T002337,C0373,2025-01-25
T002338,C0154,2025-01-12
T002339,C0037,2025-02-05
T002340,C0732,2025-02-17
T002341,C0672,2025-01-27
T002342,C0230,2025-01-21
T002343,C0255,2025-01-27
T002344,C0738,2025-01-21
T002345,C0278,2025-02-22
T002346,C0080,2025-02-06
T002347,C0382,2025-01-08
T002348,C0515,2025-02-13
T002349,C0054,2025-01-12
T002350,C0229,2025-02-21
T002351,C0529,2025-01-03
T002352,C0411,2025-01-05
T002353,C0477,2025-02-25
T002354,C0290,2025-02-19
T002355,C0319,2025-01-21
T002356,C0089,2025-02-05
T002357,C0468,2025-01-01
T002358,C0378,2025-01-13
T002359,C0299,2025-02-06
T002360,C0312,2025-02-17
T002361,C0638,2025-01-16
T002362,C0476,2025-01-24
T002363,C0606,2025-02-01
T002364,C0792,2025-02-19
T002365,C0201,2025-02-16
T002366,C0560,2025-02-18
T002367,C0252,2025-01-10
T002368,C0007,2025-03-01
T002369,C0420,2025-01-02
T002370,C0239,2025-02-04
T002371,C0355,2025-02-10
T002372,C0711,2025-02-26
T002373,C0010,2025-03-02
T002374,C0344,2025-01-01
T002375,C0778,2025-02-12
T002376,C0386,2025-02-24
T002377,C0756,2025-02-16
T002378,C0315,2025-01-07
T002379,C0211,2025-02-03
T002380,C0244,2025-01-27
T002381,C0504,2025-01-04
T002382,C0146,2025-02-15
T002383,C0287,2025-01-06
T002384,C0045,2025-02-28
T002385,C0238,2025-02-27
T002386,C0533,2025-01-27
T002387,C0718,2025-02-27
T002388,C0382,2025-01-30
T002389,C0766,2025-01-06
T002390,C0595,2025-01-07
T002391,C0518,2025-01-09
T002392,C0653,2025-02-22
T002393,C0404,2025-01-05
T002394,C0607,2025-02-06
T002395,C0064,2025-01-28
T002396,C0679,2025-01-09
T002397,C0243,2025-01-19
T002398,C0268,2025-02-24
T002399,C0323,2025-03-01
T002400,C0403,2025-02-14
T002401,C0754,2025-01-21
T002402,C0326,2025-01-29
T002403,C0279,2025-01-15
T002404,C0077,2025-03-02
T002405,C0208,2025-01-09
T002406,C0799,2025-02-19
T002407,C0599,2025-01-07
T002408,C0160,2025-01-07
T002409,C0169,2025-01-29
T002410,C0478,2025-01-21
T002411,C0417,2025-01-08
T002412,C0549,2025-01-23
T002413,C0789,2025-01-14
T002414,C0463,2025-01-20
T002415,C0475,2025-01-17
T002416,C0123,2025-01-06
T002417,C0162,2025-02-21
T002418,C0703,2025-01-20
T002419,C0722,2025-02-14
T002420,C0618,2025-01-03
T002421,C0221,2025-02-23
T002422,C0336,2025-01-10
T002423,C0094,2025-02-15
T002424,C0255,2025-01-23
T002425,C0406,2025-02-02
T002426,C0051,2025-02-13
T002427,C0307,2025-01-17
T002428,C0179,2025-01-02
T002429,C0415,2025-02-24
T002430,C0464,2025-02-05
T002431,C0767,2025-02-05
T002432,C0256,2025-01-07
T002433,C0474,2025-01-07
T002434,C0144,2025-01-08
T002435,C0013,2025-01-04
T002436,C0800,2025-01-15
T002437,C0134,2025-01-13
T002438,C0411,2025-01-24
T002439,C0703,2025-02-10
T002440,C0661,2025-01-06
T002441,C0597,2025-02-07
T002442,C0266,2025-02-28
T002443,C0077,2025-01-02
T002444,C0067,2025-01-13
T002445,C0662,2025-01-29
T002446,C0132,2025-01-06
T002447,C0340,2025-01-08
T002448,C0044,2025-03-02
T002449,C0473,2025-01-04
T002450,C0173,2025-03-01
T002451,C0588,2025-01-28
T002452,C0742,2025-01-26
T002453,C0509,2025-01-02
T002454,C0392,2025-02-13
T002455,C0437,2025-01-12
T002456,C0363,2025-01-14
T002457,C0192,2025-01-18
T002458,C0287,2025-01-29
T002459,C0153,2025-01-03
T002460,C0629,2025-02-09
T002461,C0632,2025-01-16
T002462,C0663,2025-01-19
T002463,C0511,2025-01-27
T002464,C0564,2025-01-31
T002465,C0063,2025-01-06
T002466,C0287,2025-01-25
T002467,C0141,2025-01-27
T002468,C0205,2025-02-11
T002469,C0539,2025-01-16
T002470,C0646,2025-02-21
T002471,C0557,2025-02-20
T002472,C0020,2025-01-25
T002473,C0731,2025-01-23
T002474,C0492,2025-02-04
T002475,C0497,2025-01-23
T002476,C0580,2025-02-02
T002477,C0330,2025-01-25
T002478,C0277,2025-01-12
T002479,C0027,2025-01-21
T002480,C0612,2025-01-15
T002481,C0031,2025-02-27
T002482,C0798,2025-01-18
T002483,C0060,2025-02-21
T002484,C0484,2025-02-03
T002485,C0367,2025-02-19
T002486,C0599,2025-01-15
T002487,C0164,2025-01-07
T002488,C0254,2025-02-12
T002489,C0247,2025-01-18
T002490,C0547,2025-02-22
T002491,C0755,2025-01-04
T002492,C0783,2025-03-02
T002493,C0225,2025-02-06
T002494,C0398,2025-01-23
T002495,C0178,2025-01-12
T002496,C0243,2025-02-07
T002497,C0326,2025-02-21
T002498,C0756,2025-02-14
T002499,C0368,2025-02-28
T002500,C0606,2025-01-02
T002501,C0721,2025-02-14
T002502,C0361,2025-03-02
T002503,C0582,2025-02-06
T002504,C0146,2025-02-06
T002505,C0193,2025-02-23
T002506,C0505,2025-02-04
T002507,C0317,2025-01-12
T002508,C0503,2025-01-03
T002509,C0093,2025-01-04
T002510,C0239,2025-02-08
T002511,C0225,2025-01-02
T002512,C0540,2025-01-31
T002513,C0001,2025-01-22
T002514,C0629,2025-01-13
T002515,C0134,2025-01-22
T002516,C0735,2025-01-12
T002517,C0332,2025-01-04
T002518,C0023,2025-01-10
T002519,C0601,2025-02-15
T002520,C0146,2025-02-19
T002521,C0114,2025-02-24
T002522,C0539,2025-02-25
T002523,C0374,2025-01-05
T002524,C0383,2025-02-15
T002525,C0679,2025-01-26
T002526,C0601,2025-01-07
T002527,C0345,2025-01-20
T002528,C0331,2025-01-09
T002529,C0162,2025-02-16
T002530,C0448,2025-02-20
T002531,C0655,2025-02-01
T002532,C0665,2025-01-21
T002533,C0179,2025-02-15
T002534,C0576,2025-02-14
T002535,C0629,2025-02-20
T002536,C0366,2025-01-15
T002537,C0682,2025-02-07
T002538,C0180,2025-01-25
T002539,C0315,2025-02-16
T002540,C0706,2025-01-19
T002541,C0131,2025-01-12
T002542,C0747,2025-01-01
T002543,C0719,2025-03-02
T002544,C0587,2025-01-26
T002545,C0790,2025-02-06
T002546,C0034,2025-01-12
T002547,C0617,2025-01-21
T002548,C0627,2025-01-15
T002549,C0655,2025-02-06
T002550,C0107,2025-03-01
T002551,C0509,2025-01-10
T002552,C0340,2025-02-17
T002553,C0080,2025-01-16
T002554,C0356,2025-01-21
T002555,C0172,2025-02-10
T002556,C0091,2025-02-22
T002557,C0726,2025-02-12
T002558,C0655,2025-02-16
T002559,C0344,2025-01-29
T002560,C0012,2025-01-17
T002561,C0215,2025-01-16
T002562,C0710,2025-01-05
T002563,C0359,2025-01-17
T002564,C0111,2025-02-16
T002565,C0002,2025-01-04
T002566,C0396,2025-01-29
T002567,C0751,2025-01-27
T002568,C0171,2025-02-26
T002569,C0424,2025-02-01
T002570,C0388,2025-01-23
T002571,C0560,2025-01-25
T002572,C0104,2025-02-23
T002573,C0491,2025-02-20
T002574,C0592,2025-02-11
T002575,C0777,2025-02-13
T002576,C0231,2025-01-11
T002577,C0463,2025-01-05
T002578,C0035,2025-01-19
T002579,C0021,2025-01-21
T002580,C0268,2025-03-02
T002581,C0108,2025-01-05
T002582,C0351,2025-01-11
T002583,C0385,2025-01-11
T002584,C0750,2025-01-05
T002585,C0561,2025-03-02
T002586,C0096,2025-01-22
T002587,C0609,2025-02-09
T002588,C0495,2025-02-15
T002589,C0032,2025-01-28
T002590,C0670,2025-01-11
T002591,C0622,2025-02-26
T002592,C0445,2025-01-11
T002593,C0055,2025-01-07
T002594,C0340,2025-01-14
T002595,C0195,2025-01-27
T002596,C0714,2025-02-05
T002597,C0740,2025-03-01
T002598,C0748,2025-02-04
T002599,C0272,2025-02-12
T002600,C0289,2025-01-20
T002601,C0244,2025-01-07
T002602,C0051,2025-01-26
T002603,C0586,2025-02-05
T002604,C0503,2025-01-10
T002605,C0056,2025-01-24
T002606,C0004,2025-01-28
T002607,C0090,2025-01-19
T002608,C0678,2025-02-10
T002609,C0615,2025-01-31
T002610,C0205,2025-01-07
T002611,C0027,2025-01-14
T002612,C0175,2025-02-10
T002613,C0299,2025-01-06
T002614,C0485,2025-02-24
T002615,C0119,2025-01-20
T002616,C0408,2025-01-31
T002617,C0501,2025-02-27
T002618,C0677,2025-01-17
T002619,C0094,2025-02-11
T002620,C0558,2025-01-25
T002621,C0190,2025-01-24
T002622,C0391,2025-01-24
T002623,C0192,2025-01-29
T002624,C0046,2025-01-17
T002625,C0451,2025-01-30
T002626,C0270,2025-01-15
T002627,C0276,2025-02-06
T002628,C0064,2025-01-10
T002629,C0771,2025-02-14
T002630,C0684,2025-01-07
T002631,C0088,2025-02-12
T002632,C0353,2025-02-21
T002633,C0555,2025-01-27
T002634,C0775,2025-02-07
T002635,C0233,2025-02-05
T002636,C0063,2025-02-23
T002637,C0397,2025-02-22
T002638,C0536,2025-01-27
T002639,C0549,2025-02-13
T002640,C0487,2025-02-06
T002641,C0242,2025-01-31
T002642,C0307,2025-01-06
T002643,C0405,2025-02-27
T002644,C0732,2025-01-03
T002645,C0515,2025-02-06
T002646,C0530,2025-02-21
T002647,C0586,2025-02-13
T002648,C0636,2025-01-10
T002649,C0124,2025-03-02
T002650,C0776,2025-01-29
T002651,C0178,2025-03-02
T002652,C0172,2025-01-14
T002653,C0198,2025-01-09
T002654,C0044,2025-01-28
T002655,C0081,2025-02-13
T002656,C0446,2025-01-13
T002657,C0643,2025-01-10
T002658,C0610,2025-01-17
T002659,C0328,2025-02-28
T002660,C0745,2025-02-28
T002661,C0069,2025-01-06
T002662,C0398,2025-02-05
T002663,C0407,2025-02-05
T002664,C0334,2025-02-24
T002665,C0283,2025-02-03
T002666,C0470,2025-02-28
T002667,C0013,2025-02-20
T002668,C0718,2025-02-09
T002669,C0602,2025-02-03
T002670,C0430,2025-01-08
T002671,C0425,2025-01-10
T002672,C0152,2025-02-06
T002673,C0603,2025-02-07
T002674,C0777,2025-03-02
T002675,C0103,2025-03-01
T002676,C0109,2025-02-06
T002677,C0799,2025-01-07
T002678,C0293,2025-02-25
T002679,C0549,2025-02-26
T002680,C0353,2025-02-26
T002681,C0421,2025-01-17
T002682,C0393,2025-02-11
T002683,C0498,2025-02-06
T002684,C0624,2025-01-31
T002685,C0039,2025-01-12
T002686,C0283,2025-01-26
T002687,C0148,2025-02-09
T002688,C0624,2025-02-13
T002689,C0711,2025-01-26
T002690,C0040,2025-01-26
T002691,C0340,2025-02-14
T002692,C0244,2025-01-04
T002693,C0764,2025-01-31
T002694,C0276,2025-02-27
T002695,C0382,2025-01-02
T002696,C0346,2025-02-22
T002697,C0311,2025-01-20
T002698,C0288,2025-02-23
T002699,C0504,2025-02-24
T002700,C0713,2025-02-13
T002701,C0101,2025-02-25
T002702,C0234,2025-01-09
T002703,C0308,2025-02-17
T002704,C0454,2025-02-19
T002705,C0329,2025-01-18
T002706,C0747,2025-01-27
T002707,C0620,2025-02-11
T002708,C0092,2025-01-13
T002709,C0453,2025-01-14
T002710,C0417,2025-02-17
T002711,C0497,2025-02-18
T002712,C0529,2025-02-25
T002713,C0383,2025-02-22
T002714,C0058,2025-02-02
T002715,C0163,2025-01-05
T002716,C0319,2025-02-15
T002717,C0519,2025-01-26
T002718,C0139,2025-02-19
T002719,C0537,2025-02-26
T002720,C0583,2025-01-02
T002721,C0178,2025-01-13
T002722,C0206,2025-02-23
T002723,C0060,2025-01-16
T002724,C0034,2025-01-30
T002725,C0052,2025-02-28
T002726,C0370,2025-02-15
T002727,C0204,2025-01-18
T002728,C0378,2025-02-22
T002729,C0476,2025-02-02
T002730,C0407,2025-02-10
T002731,C0127,2025-02-13
T002732,C0032,2025-01-16
T002733,C0382,2025-02-01
T002734,C0609,2025-01-29
T002735,C0182,2025-02-25
T002736,C0486,2025-02-07
T002737,C0565,2025-01-23
T002738,C0353,2025-01-11
T002739,C0265,2025-02-17
T002740,C0706,2025-01-06
T002741,C0292,2025-01-02
T002742,C0396,2025-01-04
T002743,C0167,2025-02-24
T002744,C0586,2025-02-19
T002745,C0220,2025-02-24
T002746,C0227,2025-02-11
T002747,C0231,2025-02-13
T002748,C0212,2025-01-18
T002749,C0668,2025-01-27
T002750,C0526,2025-01-02
T002751,C0800,2025-02-19
T002752,C0699,2025-01-01
T002753,C0486,2025-02-28
T002754,C0136,2025-02-11
T002755,C0178,2025-02-08
T002756,C0009,2025-01-15
T002757,C0259,2025-02-08
T002758,C0313,2025-02-15
T002759,C0727,2025-02-11
T002760,C0282,2025-01-28
T002761,C0386,2025-02-24
T002762,C0358,2025-01-30
T002763,C0259,2025-01-14
T002764,C0478,2025-01-20
T002765,C0694,2025-02-03
T002766,C0639,2025-01-26
T002767,C0599,2025-01-07
T002768,C0008,2025-02-02
T002769,C0679,2025-02-23
T002770,C0384,2025-02-05
T002771,C0663,2025-02-08
T002772,C0624,2025-01-19
T002773,C0306,2025-02-13
T002774,C0111,2025-01-31
T002775,C0066,2025-01-22
T002776,C0284,2025-02-10
T002777,C0333,2025-02-25
T002778,C0284,2025-01-17
T002779,C0672,2025-02-15
T002780,C0668,2025-01-20
T002781,C0193,2025-01-10
T002782,C0530,2025-02-18
T002783,C0247,2025-02-27
T002784,C0059,2025-02-21
T002785,C0615,2025-01-26
T002786,C0677,2025-01-21
T002787,C0698,2025-01-09
T002788,C0739,2025-01-02
T002789,C0672,2025-02-01
T002790,C0303,2025-01-17
T002791,C0429,2025-01-26
T002792,C0398,2025-02-17
T002793,C0037,2025-02-07
T002794,C0726,2025-02-06
T002795,C0195,2025-01-22
